locus	chromosome	cM
235725460	4	140.1054531
235725484	4	140.1054533
235725863	4	140.1054572
235725933	4	140.1054579
235725978	4	140.1054584
235726075	4	140.1054593
235726384	4	140.1054625
235726870	4	140.1054675
235727109	4	140.1054699
235727363	4	140.1054725
235728440	4	140.1054835
235728491	4	140.105484
235728620	4	140.1054854
235733320	4	140.1055334
235733321	4	140.1055334
235736627	4	140.1055672
235737945	4	140.1055806
235738658	4	140.1055879
235738828	4	140.1055897
235740090	4	140.1056026
235741102	4	140.1056129
235742136	4	140.1056235
235742390	4	140.1056261
235742425	4	140.1056264
235742807	4	140.1056303
235742884	4	140.1056311
235743043	4	140.1056327
235743173	4	140.1056341
235744514	4	140.1056478
235744992	4	140.1056527
235745214	4	140.1056549
235745235	4	140.1056551
235745371	4	140.1056565
235745737	4	140.1056603
235746531	4	140.1056684
235746656	4	140.1056697
235760893	4	140.1058152
235760953	4	140.1058158
235761078	4	140.105817
235761090	4	140.1058172
235761356	4	140.1058199
235761360	4	140.1058199
235762570	4	140.1058323
235763041	4	140.1058371
235763071	4	140.1058374
235763409	4	140.1058409
235763502	4	140.1058418
235763647	4	140.1058433
235765458	4	140.1058618
235776322	4	140.1059728
235817645	4	140.1063951
235825203	4	140.1064723
235825317	4	140.1064735
235825899	4	140.1064795
235834946	4	140.1065719
235836173	4	140.1065844
235839539	4	140.1066188
235839973	4	140.1066233
235840050	4	140.1066241
235840348	4	140.1066271
235841616	4	140.1066401
235843042	4	140.1066546
235843350	4	140.1066578
235844485	4	140.1066694
235844707	4	140.1066716
235844712	4	140.1066717
235880058	4	140.1070329
235887758	4	140.1071116
235887929	4	140.1071133
235887977	4	140.1071138
235889637	4	140.1071308
235889692	4	140.1071314
235890584	4	140.1071405
235891321	4	140.107148
235892593	4	140.107161
235934413	4	140.1075884
236023390	4	140.1084976
236023467	4	140.1084984
236035330	4	140.1086196
236038005	4	140.108647
236042873	4	140.1086967
236068690	4	140.1089605
236069537	4	140.1089692
236081023	4	140.1090866
236081186	4	140.1090882
236083375	4	140.1091106
236084643	4	140.1091236
236085813	4	140.1091355
236087398	4	140.1091517
236087590	4	140.1091537
236087749	4	140.1091553
236088332	4	140.1091613
236088704	4	140.1091651
236088807	4	140.1091661
236088921	4	140.1091673
236088949	4	140.1091676
236089927	4	140.1091776
236091115	4	140.1091897
236091149	4	140.1091901
236091923	4	140.109198
236091953	4	140.1091983
236093152	4	140.1092105
236099180	4	140.1092721
236099507	4	140.1092755
236103826	4	140.1093196
236106505	4	140.109347
236107541	4	140.1093576
236108026	4	140.1093625
236108166	4	140.109364
236108393	4	140.1093663
236108422	4	140.1093666
236108865	4	140.1093711
236109067	4	140.1093732
236110124	4	140.109384
236110535	4	140.1093882
236110572	4	140.1093885
236110608	4	140.1093889
236110617	4	140.109389
236111126	4	142.5033785
236111812	4	142.5033854
236112164	4	142.503389
236112192	4	142.5033893
236112979	4	142.5033973
236113033	4	142.5033979
236113196	4	142.5033996
236113638	4	142.5034041
236114964	4	142.5034176
236115033	4	142.5034183
236115598	4	142.503424
236115600	4	142.5034241
236127360	4	142.5035439
236151207	4	142.503787
236151244	4	142.5037874
236153575	4	142.5038112
236154311	4	142.5038187
236154330	4	142.5038188
236154843	4	142.5038241
236154912	4	142.5038248
236155257	4	142.5038283
236155423	4	142.50383
236155434	4	142.5038301
236166004	4	142.5039378
236167328	4	142.5039513
236167964	4	142.5039578
236168847	4	142.5039668
236169120	4	142.5039696
236169257	4	142.503971
236169698	4	142.5039755
236169716	4	142.5039757
236169772	4	142.5039763
236169774	4	142.5039763
236169958	4	142.5039782
236170160	4	142.5039802
236170559	4	142.5039843
236171563	4	142.5039945
236171582	4	142.5039947
236171630	4	142.5039952
236171662	4	142.5039955
236171780	4	142.5039967
236172023	4	142.5039992
236174701	4	142.5040265
236175035	4	142.5040299
236184651	4	142.5041279
236184784	4	142.5041293
236184956	4	142.504131
236186198	4	142.5041437
236186364	4	142.5041454
236188234	4	142.5041644
236205950	4	142.504345
236209423	4	142.5043804
236209707	4	142.5043833
236211763	4	142.5044043
236213268	4	142.5044196
236213595	4	142.504423
236213625	4	142.5044233
236213996	4	142.504427
236214946	4	142.5044367
236215062	4	142.5044379
236215586	4	142.5044433
236217056	4	142.5044582
236219675	4	142.5044849
236219960	4	142.5044878
236226065	4	142.5045501
236226505	4	142.5045546
236297566	4	142.5052789
236361898	4	142.5059347
236364376	4	142.5059599
236366709	4	142.5059837
236371299	4	142.5060305
236372128	4	142.506039
236372486	4	142.5060426
236372899	4	142.5060468
236373067	4	142.5060485
236379048	4	142.5061095
236384422	4	142.5061643
236384600	4	142.5061661
236384624	4	142.5061663
236384742	4	142.5061675
236385151	4	142.5061717
236385191	4	142.5061721
236385222	4	142.5061724
236385568	4	142.506176
236385633	4	142.5061766
236385980	4	142.5061802
236386681	4	142.5061873
236386826	4	142.5061888
236386841	4	142.5061889
236386877	4	142.5061893
236387069	4	142.5061913
236387143	4	142.506192
236387234	4	142.5061929
236387907	4	142.5061998
236388522	4	142.5062061
236388593	4	142.5062068
236389714	4	142.5062182
236393189	4	142.5062536
236393440	4	142.5062562
236394490	4	142.5062669
236395031	4	142.5062724
236395359	4	142.5062758
236401446	4	142.5063378
236403521	4	142.506359
236403989	4	142.5063637
236404073	4	142.5063646
236405200	4	142.5063761
236405521	4	142.5063793
236406986	4	142.5063943
236407201	4	142.5063965
236407572	4	142.5064003
236407741	4	142.506402
236407840	4	142.506403
236408171	4	142.5064064
236410650	4	142.5064316
236410797	4	142.5064331
236410986	4	142.5064351
236413565	4	142.5064613
236413746	4	142.5064632
236414038	4	142.5064662
236414088	4	142.5064667
236414271	4	142.5064685
236414772	4	142.5064736
236414936	4	142.5064753
236414962	4	142.5064756
236414972	4	142.5064757
236415079	4	142.5064768
236415367	4	142.5064797
236415388	4	142.5064799
236415561	4	142.5064817
236415667	4	142.5064828
236415904	4	142.5064852
236416322	4	142.5064894
236416347	4	142.5064897
236416619	4	142.5064925
236416639	4	142.5064927
236416720	4	142.5064935
236417103	4	142.5064974
236417524	4	142.5065017
236417720	4	142.5065037
236419135	4	142.5065181
236419451	4	142.5065213
236420988	4	142.506537
236428513	4	142.5066137
236439763	4	142.5067284
236470017	4	142.5070368
236471863	4	142.5070556
236471963	4	142.5070566
236472283	4	142.5070599
236472520	4	142.5070623
236473210	4	142.5070693
236475199	4	142.5070896
236475785	4	142.5070956
236476537	4	142.5071032
236477262	4	142.5071106
236477544	4	142.5071135
236477721	4	142.5071153
236477816	4	142.5071163
236477853	4	142.5071167
236477912	4	142.5071173
236477921	4	142.5071174
236477961	4	142.5071178
236478121	4	142.5071194
236482465	4	142.5071637
236482470	4	142.5071637
236482877	4	142.5071679
236482894	4	142.507168
236483215	4	142.5071713
236483242	4	142.5071716
236525380	4	142.5076011
236525772	4	142.5076051
236525832	4	142.5076057
236525994	4	142.5076074
236527815	4	142.5076259
236527929	4	142.5076271
236527932	4	142.5076271
236544344	4	142.5077944
236549906	4	142.5078511
236550098	4	142.5078531
236550320	4	142.5078553
236550324	4	142.5078554
236550405	4	142.5078562
236551649	4	142.5078689
236556896	4	142.5079224
236557308	4	142.5079266
236557483	4	142.5079284
236557485	4	142.5079284
236558004	4	142.5079337
236558601	4	142.5079398
236559014	4	142.507944
236559477	4	142.5079487
236559525	4	142.5079492
236560117	4	142.5079552
236560138	4	142.5079554
236560482	4	142.5079589
236560750	4	142.5079617
236565260	4	142.5080076
236567605	4	142.5080315
236567893	4	142.5080345
236568289	4	142.5080385
236568315	4	142.5080388
236568451	4	142.5080402
236568668	4	142.5080424
236568844	4	142.5080442
236568865	4	142.5080444
236570299	4	142.508059
236570795	4	142.5080641
236570865	4	142.5080648
236570877	4	142.5080649
236571086	4	142.508067
236571482	4	142.5080711
236571734	4	142.5080736
236572216	4	142.5080785
236572221	4	142.5080786
236572237	4	142.5080788
236572324	4	142.5080796
236572444	4	142.5080809
236572615	4	142.5080826
236572957	4	142.5080861
236573055	4	142.5080871
236582926	4	142.5081877
236590309	4	142.508263
236615401	4	142.5085187
236642705	4	142.5087971
236647315	4	142.5088441
236651012	4	142.5088817
236651695	4	142.5088887
236661263	4	142.5089862
236662156	4	142.5089953
236662612	4	142.509
236663992	4	142.5090141
236665722	4	142.5090317
236684086	4	142.5092189
236688113	4	142.5092599
236689898	4	142.5092781
236697524	4	142.5093559
236697780	4	142.5093585
236701127	4	142.5093926
236702404	4	148.7663934
236727245	4	148.7670536
236727319	4	148.7670556
236728031	4	148.7670745
236728032	4	148.7670745
236729683	4	148.7671184
236730809	4	148.7671483
236733556	4	148.7672213
236757029	4	148.7678451
236759087	4	148.7678998
236762326	4	148.7679859
236762919	4	148.7680016
236767099	4	148.7681127
236768852	4	148.7681593
236769298	4	148.7681711
236773301	4	148.7682775
236773953	4	148.7682949
236858040	4	148.7705295
236858252	4	148.7705351
236858352	4	148.7705378
236858516	4	148.7705421
236858937	4	148.7705533
236859070	4	148.7705568
236860744	4	148.7706013
236866409	4	148.7707519
236879239	4	148.7710928
236879442	4	148.7710982
236879725	4	148.7711057
236879837	4	148.7711087
236880162	4	148.7711174
236881729	4	148.771159
236883454	4	148.7712048
236883629	4	148.7712095
236883931	4	148.7712175
236884032	4	148.7712202
236884296	4	148.7712272
236885156	4	148.7712501
236885356	4	148.7712554
236885537	4	148.7712602
236885594	4	148.7712617
236885599	4	148.7712618
236885603	4	148.771262
236885612	4	148.7712622
236885670	4	148.7712637
236885682	4	148.7712641
236885730	4	148.7712653
236885746	4	148.7712658
236886056	4	148.771274
236886238	4	148.7712788
236886446	4	148.7712844
236886527	4	148.7712865
236886545	4	148.771287
236886671	4	148.7712903
236886696	4	148.771291
236886742	4	148.7712922
236887497	4	148.7713123
236887647	4	148.7713163
236887654	4	148.7713165
236887819	4	148.7713208
236887847	4	148.7713216
236888557	4	148.7713405
236888672	4	148.7713435
236888696	4	148.7713442
236888769	4	148.7713461
236888879	4	148.771349
236889139	4	148.7713559
236889284	4	148.7713598
236889954	4	148.7713776
236890523	4	148.7713927
236891086	4	148.7714077
236891816	4	148.7714271
236892940	4	148.7714569
236895847	4	148.7715342
236895874	4	148.7715349
236895989	4	148.771538
236904079	4	148.771753
236904105	4	148.7717536
236904198	4	148.7717561
236904380	4	148.771761
236904408	4	148.7717617
236904573	4	148.7717661
236905240	4	148.7717838
236905977	4	148.7718034
236906728	4	148.7718234
236907767	4	148.771851
236907768	4	148.771851
236907889	4	148.7718542
236908555	4	148.7718719
236908617	4	148.7718736
236908658	4	148.7718746
236908875	4	148.7718804
236908939	4	148.7718821
236909040	4	148.7718848
236909262	4	148.7718907
236909412	4	148.7718947
236916976	4	148.7720957
236917062	4	148.772098
236917448	4	148.7721082
236917585	4	148.7721119
236917633	4	148.7721132
236917964	4	148.7721219
236918195	4	148.7721281
236918249	4	148.7721295
236918615	4	148.7721392
236918621	4	148.7721394
236918632	4	148.7721397
236918970	4	148.7721487
236919188	4	148.7721545
236920877	4	148.7721994
236920941	4	148.7722011
236922741	4	148.7722489
236925612	4	148.7723252
236925636	4	148.7723258
236925967	4	148.7723346
236926154	4	148.7723396
236926367	4	148.7723453
236926769	4	148.7723559
236926913	4	148.7723598
236926930	4	148.7723602
236926937	4	148.7723604
236927148	4	148.772366
236927163	4	148.7723664
236927180	4	148.7723669
236927343	4	148.7723712
236927415	4	148.7723731
236927440	4	148.7723738
236927443	4	148.7723739
236927458	4	148.7723743
236927488	4	148.772375
236927501	4	148.7723754
236927533	4	148.7723762
236927609	4	148.7723783
236927708	4	148.7723809
236928962	4	148.7724142
236929013	4	148.7724156
236929061	4	148.7724169
236929140	4	148.772419
236929385	4	148.7724255
236937471	4	148.7726403
236937541	4	148.7726422
236937616	4	148.7726442
236937671	4	148.7726457
236937843	4	148.7726502
236937890	4	148.7726515
236938065	4	148.7726561
236938308	4	148.7726626
236938486	4	148.7726673
236938527	4	148.7726684
236938911	4	148.7726786
236939088	4	148.7726833
236948931	4	148.7729449
236949756	4	148.7729668
236950976	4	148.7729992
236951837	4	148.7730221
236953035	4	148.773054
236953237	4	148.7730593
236953519	4	148.7730668
236954514	4	148.7730933
236955329	4	148.7731149
236955855	4	148.7731289
236955873	4	148.7731294
236956188	4	148.7731378
236956197	4	148.773138
236956198	4	148.773138
236956255	4	148.7731395
236956396	4	148.7731433
236956410	4	148.7731437
236956467	4	148.7731452
236956483	4	148.7731456
236956490	4	148.7731458
236956501	4	148.7731461
236956586	4	148.7731483
236956637	4	148.7731497
236956660	4	148.7731503
236956702	4	148.7731514
236956707	4	148.7731515
236956911	4	148.773157
236957086	4	148.7731616
236957381	4	148.7731695
236957389	4	148.7731697
236957832	4	148.7731814
236957838	4	148.7731816
236957937	4	148.7731842
236957950	4	148.7731846
236957985	4	148.7731855
236962305	4	148.7733003
236962404	4	148.7733029
236962467	4	148.7733046
236962568	4	148.7733073
236962607	4	148.7733083
236963973	4	148.7733446
236964000	4	148.7733454
236964159	4	148.7733496
236964191	4	148.7733504
236964306	4	148.7733535
236964313	4	148.7733537
236964402	4	148.773356
236964562	4	148.7733603
236965179	4	148.7733767
236965303	4	148.77338
236965386	4	148.7733822
236966659	4	148.773416
236967119	4	148.7734282
236967831	4	148.7734472
236967976	4	148.773451
236968716	4	148.7734707
237029380	4	148.7750828
237030359	4	148.7751088
237033164	4	148.7751834
237033428	4	148.7751904
237033455	4	148.7751911
237033598	4	148.7751949
237033895	4	148.7752028
237034088	4	148.7752079
237034276	4	148.7752129
237034295	4	148.7752134
237034332	4	148.7752144
237034623	4	148.7752222
237035066	4	148.7752339
237035410	4	148.7752431
237035946	4	148.7752573
237036415	4	148.7752698
237039967	4	148.7753642
237041725	4	148.7754109
237041968	4	148.7754174
237042121	4	148.7754214
237042360	4	148.7754278
237042599	4	148.7754341
237042645	4	148.7754353
237043545	4	148.7754593
237047040	4	148.7755521
237047360	4	148.7755606
237047511	4	148.7755647
237047620	4	148.7755676
237047691	4	148.7755694
237050853	4	148.7756535
237135912	4	148.7779139
237136283	4	148.7779238
237136311	4	148.7779245
237137291	4	148.7779506
237137622	4	148.7779594
237138096	4	148.777972
237138605	4	148.7779855
237138904	4	148.7779934
237138972	4	148.7779952
237139361	4	148.7780056
237139369	4	148.7780058
237139416	4	148.778007
237139422	4	148.7780072
237139754	4	148.778016
237139882	4	148.7780194
237140053	4	148.778024
237140149	4	148.7780265
237140181	4	148.7780274
237140270	4	148.7780297
237140338	4	148.7780315
237140637	4	148.7780395
237140791	4	148.7780436
237141313	4	148.7780575
237141593	4	148.7780649
237141610	4	148.7780653
237141737	4	148.7780687
237141872	4	148.7780723
237141905	4	148.7780732
237142073	4	148.7780776
237142116	4	148.7780788
237142212	4	148.7780813
237142225	4	148.7780817
237142327	4	148.7780844
237142460	4	148.7780879
237142482	4	148.7780885
237142633	4	148.7780925
237142826	4	148.7780977
237142832	4	148.7780978
237142840	4	148.778098
237142928	4	148.7781004
237143053	4	148.7781037
237145031	4	148.7781563
237145057	4	148.7781569
237145452	4	148.7781674
237145833	4	148.7781776
237145964	4	148.7781811
237146054	4	148.7781834
237146295	4	148.7781898
237146321	4	148.7781905
237146425	4	148.7781933
237146601	4	148.778198
237146793	4	148.7782031
237147125	4	148.7782119
237147251	4	148.7782153
237147254	4	148.7782153
237147475	4	148.7782212
237149414	4	148.7782727
237149984	4	148.7782879
237150137	4	148.7782919
237150163	4	148.7782926
237215350	4	148.780025
237215567	4	148.7800308
237215947	4	148.7800409
237215969	4	148.7800414
237241571	4	148.7807218
237243683	4	148.7807779
237244289	4	148.780794
237244756	4	148.7808064
237257842	4	148.7811542
237261040	4	148.7812392
237261974	4	148.781264
237265795	4	148.7813656
237268386	4	148.7814344
237269165	4	148.7814551
237269554	4	148.7814655
237269754	4	148.7814708
237271771	4	148.7815244
237274884	4	148.7816071
237275567	4	148.7816253
237275855	4	148.7816329
237278059	4	148.7816915
237279889	4	148.7817401
237309304	4	148.7825218
237310556	4	148.7825551
237311002	4	148.7825669
237311785	4	148.7825877
237311992	4	148.7825932
237312091	4	148.7825959
237312372	4	148.7826033
237312526	4	148.7826074
237312653	4	148.7826108
237312849	4	148.782616
237313007	4	148.7826202
237313115	4	148.7826231
237313231	4	148.7826262
237313466	4	148.7826324
237313591	4	148.7826357
237313786	4	148.7826409
237313918	4	148.7826444
237314108	4	148.7826495
237314451	4	148.7826586
237315255	4	148.78268
237315658	4	148.7826907
237315741	4	148.7826929
237316083	4	148.782702
237316129	4	148.7827032
237317451	4	148.7827383
237317565	4	148.7827413
237317593	4	148.7827421
237317623	4	148.7827429
237317948	4	148.7827515
237318180	4	148.7827577
237318252	4	148.7827596
237318265	4	148.78276
237318708	4	148.7827717
237318822	4	148.7827748
237319285	4	148.7827871
237319365	4	148.7827892
237320174	4	148.7828107
237320568	4	148.7828212
237320604	4	148.7828221
237320791	4	148.7828271
237321123	4	148.7828359
237321252	4	148.7828393
237321257	4	148.7828395
237321546	4	148.7828471
237321568	4	148.7828477
237321796	4	148.7828538
237321867	4	148.7828557
237322045	4	148.7828604
237322178	4	148.7828639
237322281	4	148.7828667
237322475	4	148.7828718
237323051	4	148.7828871
237323072	4	148.7828877
237323105	4	148.7828886
237323242	4	148.7828922
237340380	4	148.7833477
237340720	4	148.7833567
237341071	4	148.783366
237359693	4	148.7838609
237371331	4	148.7841702
237371403	4	148.7841721
237372780	4	148.7842087
237372827	4	148.7842099
237381870	4	148.7844503
237382022	4	148.7844543
237386760	4	148.7845802
237389222	4	148.7846456
237391332	4	148.7847017
237391899	4	148.7847168
237392302	4	148.7847275
237392548	4	148.784734
237392597	4	148.7847353
237392920	4	148.7847439
237393027	4	148.7847468
237393122	4	148.7847493
237393208	4	148.7847516
237393749	4	148.7847659
237394321	4	148.7847811
237395111	4	148.7848021
237397205	4	148.7848578
237397410	4	148.7848632
237398494	4	148.784892
237398768	4	148.7848993
237399025	4	148.7849062
237399418	4	148.7849166
237400009	4	148.7849323
237437772	4	148.7859359
237440776	4	148.7860157
237440862	4	148.786018
237440977	4	148.786021
237441824	4	148.7860435
237441830	4	148.7860437
237442015	4	148.7860486
237442370	4	148.786058
237442689	4	148.7860665
237442724	4	148.7860675
237442790	4	148.7860692
237442955	4	148.7860736
237443041	4	148.7860759
237443355	4	148.7860842
237443437	4	148.7860864
237443615	4	148.7860911
237443634	4	148.7860916
237443651	4	148.7860921
237443729	4	148.7860942
237443882	4	148.7860982
237444059	4	148.7861029
237444119	4	148.7861045
237444142	4	148.7861051
237444332	4	148.7861102
237445194	4	148.7861331
237445336	4	148.7861369
237445631	4	148.7861447
237447038	4	148.7861821
237448297	4	148.7862156
237448993	4	148.7862341
237449207	4	148.7862397
237449229	4	148.7862403
237449403	4	148.7862449
237450493	4	148.7862739
237450557	4	148.7862756
237450808	4	148.7862823
237450943	4	148.7862859
237451114	4	148.7862904
237451408	4	148.7862982
237451532	4	148.7863015
237452202	4	148.7863193
237453175	4	148.7863452
237453204	4	148.786346
237453639	4	148.7863575
237453784	4	148.7863614
237454167	4	148.7863715
237454543	4	148.7863815
237454727	4	148.7863864
237455151	4	148.7863977
237455265	4	148.7864007
237455343	4	148.7864028
237455474	4	148.7864063
237455518	4	148.7864075
237455944	4	148.7864188
237456104	4	148.786423
237456256	4	148.7864271
237456335	4	148.7864292
237456458	4	148.7864324
237456536	4	148.7864345
237457072	4	148.7864487
237457267	4	148.7864539
237457708	4	148.7864657
237458023	4	148.786474
237483397	4	148.7871483
237483691	4	148.7871562
237485745	4	148.7872107
237485947	4	148.7872161
237486187	4	148.7872225
237486241	4	148.7872239
237486299	4	148.7872255
237486606	4	148.7872336
237486869	4	148.7872406
237487138	4	148.7872478
237487529	4	148.7872581
237488629	4	148.7872874
237488912	4	148.7872949
237489380	4	148.7873073
237489574	4	148.7873125
237494372	4	148.78744
237494433	4	148.7874416
237495877	4	148.78748
237496818	4	148.787505
237497431	4	148.7875213
237497576	4	148.7875251
237497723	4	148.7875291
237499902	4	148.787587
237500050	4	148.7875909
237500684	4	148.7876077
237501775	4	148.7876367
237501893	4	148.7876399
237503060	4	148.7876709
237503447	4	148.7876812
237503700	4	148.7876879
237503746	4	148.7876891
237503770	4	148.7876897
237503837	4	148.7876915
237503928	4	148.7876939
237504008	4	148.7876961
237505279	4	148.7877299
237505410	4	148.7877333
237505740	4	148.7877421
237505824	4	148.7877443
237505834	4	148.7877446
237505934	4	148.7877473
237508228	4	148.7878082
237508328	4	148.7878109
237508497	4	148.7878154
237508514	4	148.7878158
237508597	4	148.787818
237508628	4	148.7878189
237508636	4	148.7878191
237508727	4	148.7878215
237509083	4	148.7878309
237509341	4	148.7878378
237509524	4	148.7878427
237509683	4	148.7878469
237509688	4	148.787847
237510179	4	148.7878601
237511799	4	148.7879031
237511828	4	148.7879039
237511886	4	148.7879054
237512449	4	148.7879204
237513530	4	148.7879491
237513858	4	148.7879578
237514474	4	148.7879742
237514524	4	148.7879755
237514604	4	148.7879777
237514728	4	148.787981
237514857	4	148.7879844
237516125	4	148.7880181
237517494	4	148.7880545
237517704	4	148.78806
237517918	4	148.7880657
237518640	4	148.7880849
237519082	4	148.7880967
237519204	4	148.7880999
237519890	4	148.7881181
237519968	4	148.7881202
237519977	4	148.7881205
237521258	4	148.7881545
237521486	4	148.7881606
237521694	4	148.7881661
237523093	4	148.7882033
237523203	4	148.7882062
237524051	4	148.7882287
237526247	4	148.7882871
237593533	4	148.7900752
237593760	4	148.7900812
237597636	4	148.7901842
237598168	4	148.7901984
237598431	4	148.7902054
237598913	4	148.7902182
237599728	4	148.7902398
237599972	4	148.7902463
237600005	4	148.7902472
237600417	4	148.7902581
237600460	4	148.7902593
237600613	4	148.7902634
237601187	4	148.7902786
237601366	4	148.7902834
237601432	4	148.7902851
237601949	4	148.7902989
237602051	4	148.7903016
237602152	4	148.7903043
237602442	4	148.790312
237602530	4	148.7903143
237607076	4	148.7904351
237607119	4	148.7904363
237608265	4	148.7904667
237608425	4	148.790471
237608446	4	148.7904715
237610401	4	148.7905235
237610423	4	148.7905241
237610499	4	148.7905261
237610691	4	148.7905312
237610780	4	148.7905335
237610884	4	148.7905363
237611029	4	148.7905402
237611047	4	148.7905406
237611151	4	148.7905434
237611561	4	148.7905543
237614151	4	148.7906231
237615743	4	148.7906654
237681887	4	148.7924232
237682019	4	148.7924267
237682232	4	148.7924324
237682484	4	148.7924391
237682541	4	148.7924406
237682571	4	148.7924414
237683150	4	148.7924568
237683341	4	148.7924619
237683786	4	148.7924737
237684080	4	148.7924815
237684092	4	148.7924818
237684387	4	148.7924896
237684586	4	148.7924949
237684872	4	148.7925025
237685416	4	148.792517
237685505	4	148.7925194
237685520	4	148.7925198
237686129	4	148.7925359
237686337	4	148.7925415
237686426	4	148.7925438
237687511	4	148.7925727
237687561	4	148.792574
237687854	4	148.7925818
237688917	4	148.79261
237690620	4	148.7926553
237690690	4	148.7926572
237691642	4	148.7926825
237691965	4	148.792691
237692857	4	148.7927147
237693251	4	148.7927252
237693358	4	148.7927281
237693970	4	148.7927443
237695829	4	148.7927937
237701947	4	148.7929563
237702498	4	148.7929709
237702562	4	148.7929726
237702703	4	148.7929764
237703138	4	148.792988
237703955	4	148.7930097
237703998	4	148.7930108
237704401	4	148.7930215
237708545	4	148.7931316
237708804	4	148.7931385
237708965	4	148.7931428
237709265	4	148.7931508
237709974	4	148.7931696
237710177	4	148.793175
237710288	4	148.793178
237710461	4	148.7931826
237710536	4	148.7931846
237710723	4	148.7931895
237710783	4	148.7931911
237710904	4	148.7931943
237711010	4	148.7931972
237711036	4	148.7931978
237711062	4	148.7931985
237711142	4	148.7932007
237711762	4	148.7932171
237711818	4	148.7932186
237711948	4	148.7932221
237712350	4	148.7932328
237712372	4	148.7932334
237712510	4	148.793237
237712613	4	148.7932398
237767154	4	148.7946892
237767646	4	148.7947023
237768022	4	148.7947122
237768567	4	148.7947267
237768598	4	148.7947276
237768612	4	148.7947279
237769528	4	148.7947523
237769713	4	148.7947572
237770296	4	148.7947727
237770883	4	148.7947883
237772404	4	148.7948287
237772543	4	148.7948324
237773708	4	148.7948634
237773969	4	148.7948703
237774124	4	148.7948744
237774236	4	148.7948774
237774276	4	148.7948784
237774309	4	148.7948793
237774360	4	148.7948807
237774420	4	148.7948823
237774464	4	148.7948834
237774748	4	148.794891
237775023	4	148.7948983
237775308	4	148.7949059
237775445	4	148.7949095
237775484	4	148.7949106
237775640	4	148.7949147
237775692	4	148.7949161
237775721	4	148.7949169
237775753	4	148.7949177
237775783	4	148.7949185
237775855	4	148.7949204
237775903	4	148.7949217
237775969	4	148.7949234
237775987	4	148.7949239
237776088	4	148.7949266
237776598	4	148.7949402
237777048	4	148.7949521
237777138	4	148.7949545
237777630	4	148.7949676
237777642	4	148.7949679
237777796	4	148.794972
237777961	4	148.7949764
237778198	4	148.7949827
237778302	4	148.7949854
237778421	4	148.7949886
237778519	4	148.7949912
237778625	4	148.794994
237778882	4	148.7950009
237779594	4	148.7950198
237780184	4	148.7950355
237780299	4	148.7950385
237848817	4	148.7968594
237860749	4	148.7971765
237897044	4	148.798141
237903513	4	148.7983129
237905217	4	148.7983582
237906922	4	148.7984035
237907544	4	148.79842
237934724	4	148.7991424
237935124	4	148.799153
237942611	4	148.799352
237947132	4	148.7994721
237947278	4	148.799476
237951483	4	148.7995877
237951861	4	148.7995978
237951910	4	148.7995991
237952160	4	148.7996057
237952179	4	148.7996062
237952181	4	148.7996063
237952650	4	148.7996187
237952928	4	148.7996261
237953002	4	148.7996281
237953298	4	148.799636
237953546	4	148.7996426
237953634	4	148.7996449
237953650	4	148.7996453
237953934	4	148.7996529
237954061	4	148.7996562
237954094	4	148.7996571
237954153	4	148.7996587
237954303	4	148.7996627
237954957	4	148.79968
237955741	4	148.7997009
237983379	4	148.8004354
237983494	4	148.8004384
237983511	4	148.8004389
237983521	4	148.8004391
237997018	4	148.8007978
237997083	4	148.8007995
238006404	4	148.8010473
238006631	4	148.8010533
238007493	4	148.8010762
238007879	4	148.8010865
238008193	4	148.8010948
238008212	4	148.8010953
238008376	4	148.8010997
238008467	4	148.8011021
238008533	4	148.8011038
238008554	4	148.8011044
238040846	4	148.8019626
238041050	4	148.801968
238041054	4	148.8019681
238041090	4	148.801969
238041111	4	148.8019696
238041482	4	148.8019795
238041793	4	148.8019877
238041799	4	148.8019879
238049155	4	148.8021834
238049253	4	148.802186
238049564	4	148.8021942
238049570	4	148.8021944
238049814	4	148.8022009
238050845	4	148.8022283
238052514	4	148.8022726
238052579	4	148.8022744
238052690	4	148.8022773
238052751	4	148.8022789
238053214	4	148.8022912
238054716	4	148.8023311
238054733	4	148.8023316
238054765	4	148.8023324
238054801	4	148.8023334
238054832	4	148.8023342
238054906	4	148.8023362
238055425	4	148.80235
238055505	4	148.8023521
238055599	4	148.8023546
238055822	4	148.8023605
238055919	4	148.8023631
238056024	4	148.8023659
238056179	4	148.80237
238056221	4	148.8023711
238056519	4	148.8023791
238056741	4	148.802385
238056830	4	148.8023873
238057170	4	148.8023964
238057251	4	148.8023985
238057899	4	148.8024157
238059439	4	148.8024567
238059495	4	148.8024581
238059633	4	148.8024618
238059977	4	148.802471
238064961	4	148.8026034
238064967	4	148.8026036
238090515	4	148.8032825
238090935	4	148.8032937
238090965	4	148.8032945
238115449	4	148.8039451
238115586	4	148.8039488
238115805	4	148.8039546
238116028	4	148.8039605
238116049	4	148.8039611
238116115	4	148.8039628
238117440	4	148.803998
238117792	4	148.8040074
238118585	4	148.8040285
238119020	4	148.80404
238120864	4	148.804089
238120927	4	148.8040907
238121149	4	148.8040966
238121295	4	148.8041005
238121666	4	148.8041103
238121842	4	148.804115
238121925	4	148.8041172
238121946	4	148.8041178
238122200	4	148.8041245
238122275	4	148.8041265
